Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Dead time t / %,Voltage U / V
419.001,6,419,419,35.988206664676,0.251917446652732,696.497395833333
420,8,420,420,31.09033240562,0.21763232683934,696.109375
421.001,6,421,421,27.0181129429169,0.189126790600419,696.109375
422.001,5,422,422,33.2744338881919,0.232921037217343,696.109375
423,6,423,423,27.0180507597126,0.189126355317988,696.109375
424.001,4,424,424,37.7121460728956,0.263985022510269,696.109375
425.001,10,425,425,46.1219048065943,0.32285333364616,696.109375
426,9,426,426,24.4273317414855,0.170991322190399,696.109375
427.001,5,427,427,17.7664881615782,0.124365417131047,696.109375
428.001,6,428,428,31.0905395374505,0.217633776762153,696.109375
429,5,429,429,27.0179047654881,0.189125333358417,696.109375
430,7,430,430,36.6020437250233,0.256214306075163,696.109375
431.001,8,431,431,27.0458264483341,0.189320785138338,696.109375
432,6,432,432,33.987730429315,0.237914113005205,696.497395833333
433.001,6,433,433,27.7594442070704,0.194316109449492,696.109375
434.001,7,434,434,22.9923228633959,0.160946260043771,696.885416666667
435.001,10,435,435,34.988576229861,0.244920033609027,696.109375
436,6,436,436,26.0440874312035,0.182308612018425,696.109375
437.001,4,437,437,33.3113182532255,0.233179227772579,696.109375
438,4,438,438,31.0206908007641,0.217144835605349,696.109375
439,4,439,439,25.5386035980117,0.178770225186082,696.109375
440.001,2,440,440,43.2568024371992,0.302797617060394,696.109375
441.001,6,441,441,39.9307379167091,0.279515165416964,696.109375
442,5,442,442,38.0633450187803,0.266443415131462,696.109375
443.001,5,443,443,44.3659216925954,0.310561451848168,696.109375
444.001,1,444,444,32.1997396484499,0.225398177539149,696.109375
445,9,445,445,23.015187722378,0.161106314056646,696.109375
446.001,8,446,446,29.0196056455741,0.203137239519019,696.109375
447.001,5,447,447,29.9600542596556,0.209720379817589,696.109375
448,2,448,448,30.0202126091497,0.210141488264048,696.109375
449.001,10,449,449,35.0234446938781,0.245164112857147,696.109375
450.001,5,450,450,36.950859052546,0.258656013367822,696.885416666667
451,8,451,451,33.0220983882414,0.23115468871769,696.109375
452.001,3,452,452,44.0292750649907,0.308204925454935,696.497395833333
